regulator,p_adj,n_overlap,overlap_genes
IL17C,1.694216613590848e-23,51,"APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,BBOX1,BBX,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CDCP1,CEBPD,CLDN7,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,ICAM1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,JAK2,MMP1,MMP10,MYD88,NFKBIA,OCLN,PTGS2,S100A7,SAA1,SAA2,SOCS1,STAT1,STAT3,TLR2,TLR3,TNFAIP2,TNFAIP3,TNIP1,VEGFC,ZC3H12A"
IL34,1.8343722777097595e-23,64,"ACP5,B2M,C1R,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CIITA,CLCF1,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ERAP1,FAP,GSDMD,HBEGF,HLA-DRB1,HLA-DRB5,ICAM1,IDO1,IFIH1,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,KLF4,LY75,LYN,MAFB,MBP,MMP1,MYD88,OAS2,PDCD1LG2,PDGFRA,PROS1,PTGS2,RELB,SOCS1,SOCS6,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP2,VEGFC"
XCL1,3.430512212530509e-23,74,"ACE2,B2M,BIRC3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLEC2B,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,HLA-A,HLA-B,HLA-C,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI44L,IFI6,IFIT3,IFITM1,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,LY75,MICB,MUC1,MX1,MX2,MYD88,NFKBIA,OASL,PDCD1LG2,PRDM1,PTGS2,RELB,RIPK2,RSAD2,S100A7,SERPINB9,SLC2A6,SOD2,STAT1,STAT3,TAPBP,TLR2,TLR3,TNFRSF25,TNFSF10,UBD"
IL12B,3.6750505028071925e-22,51,"CALCOCO2,CCL2,CCL5,CCL7,CCL8,CD40,CDCP1,CFB,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,ERAP1,ERAP2,FZD5,HLA-A,HLA-B,HLA-C,HLA-DRB1,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IRF1,IRF7,JAK2,LY75,LY96,MYD88,NFKBIA,PDGFRA,RIPK2,RSAD2,SBNO2,SOCS1,SP100,SP110,STAT1,STAT3,TINF2,TLR2,TLR3,TNFAIP3,TNIP1,ZC3H12A"
LIF,2.163999399287268e-21,88,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,BMP2,C3,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEBPD,CLCF1,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,EDNRA,EFNB2,ERAP1,FAP,HBEGF,HLA-G,ICAM1,ID1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,MAP2,MBP,MMP1,MMP10,MUC1,MYD88,NFKBIA,NNMT,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PTGS2,RELB,S100A7,SAA1,SLC2A3,SMAD7,SOCS1,SORT1,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRADD,VEGFC,ZC3H12A"
EDN1,2.189629380506876e-21,116,"ACE2,ACP5,ANGPTL4,APOBEC3A,APOL1,ATF3,B2M,BDKRB1,BIRC3,BMP2,BNIP3,C3,CADM1,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CEBPD,CFB,CFH,CFLAR,CLCF1,CLDN7,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP2J2,EDNRA,EFNB2,FAP,FKBP1B,FZD5,GABBR1,GCH1,GCLM,GPRC5A,HBEGF,HDAC9,HLA-DPA1,HRH1,ICAM1,ID1,IDO1,IFIH1,IL10RB,IL15,IL1B,IRF1,IRF7,JAK2,JUNB,KLF4,KLF6,KRT19,LIMK1,LYN,MAP2,MAP3K8,MBP,MMP1,MMP10,MUC1,MYD88,NCF2,NEDD9,NFKBIA,NRG1,OCLN,PANX1,PARP3,PDGFRA,PDPN,PLAUR,PLOD2,PRKD2,PROCR,PTGS2,RAB25,RALA,RELB,RHOB,RPS6KA5,SAA1,SAA2,SCNN1A,SERPING1,SLC2A3,SMAD7,SOCS1,SOD2,SORT1,SPHK1,STAT1,STAT2,STAT3,SYNPO,TGFA,TLR2,TLR3,TNFAIP3,TNFSF10,TP53BP2,TRIM38,VEGFC,VLDLR"
NAMPT,3.794023525711545e-21,106,"ACE2,ACP5,ACSL5,ANGPTL4,ATF3,B2M,BHLHE40,BIRC3,BMP2,BNIP3,C3,CASP1,CASP4,CCL2,CCL5,CD40,CD74,CEBPD,CFLAR,CLU,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL2,CXCL9,DDX60,DNPEP,EDN1,GABARAPL1,GBP1,GBP2,HBEGF,HSD11B1,ICAM1,IDO1,IFI30,IFI44,IFI6,IFIH1,IFIT2,IFIT3,IFITM2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG20,JAK2,JUNB,KLF4,KLF6,LAP3,LY96,LYN,MAP3K8,MMP1,MUC1,MX1,MYD88,NCF2,NDRG1,NFKBIA,NNMT,NT5C2,PARP12,PARP3,PLAUR,PLSCR1,PMAIP1,PPP1R15A,PTGS2,RAB27A,RELB,RIPK1,RIPK2,RSAD2,RTP4,SAA1,SAA2,SAMHD1,SERPINB1,SLC2A3,SLC2A6,SOCS1,SOD2,SPHK1,STAT1,STAT3,STEAP4,TAP1,TLR2,TNFAIP3,TNFSF10,TYMP,UBE2L6,USP18,VAMP8,VEGFC,ZC3H12A,ZC3HAV1,ZNF267"
CXCL14,1.2488447868083214e-20,72,"ANGPTL4,B2M,BLNK,BMP2,C1R,C1S,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CLU,CTNNBL1,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,FAP,HBEGF,HLA-DRA,HSD11B1,ICAM1,IDO1,IFI27,IFITM1,IL10RB,IL15,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,JAK2,KRT13,KRT19,KRT8,MMP1,MMP10,MX1,MXRA5,MYD88,NNMT,PDCD1LG2,PDGFRA,PDPN,PLXDC1,PTGS2,RARRES1,RSAD2,SAA1,SAA2,SERPING1,SOCS1,STAT1,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFSF10,VEGFC"
IL36RN,2.383646514861184e-20,55,"AIM2,ALOX12,CALML3,CASP1,CBR3,CCL2,CCL5,CCL7,CRCT1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,DUSP10,EDN1,ERAP1,ERAP2,GSDMD,HLA-C,ICAM1,IFIH1,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL22RA1,IL32,JAK2,LY96,MMP1,MMP10,MYD88,NFKBIA,PHF11,PKP1,PSMB8,PSMB9,PTGS2,RBCK1,RELB,RNF114,S100A7,STAT1,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP3,TNFSF10,TNIP1"
TNFRSF11B,4.9451708840156783e-20,68,"ACP5,ATF3,B2M,BAK1,BIRC3,BMP2,BNIP3,CA2,CALM3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CFLAR,CLU,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,EDN1,EFNB2,HDAC9,HLA-DRA,ICAM1,ID1,IFI30,IFI35,IL10RB,IL15,IL1B,IL1R2,IL22RA1,MAFB,MAP3K8,MMP1,MMP10,MXRA5,MYD88,NCF2,NFKBIA,OPTN,PDGFRA,PDPN,PLAUR,PLOD2,PTGS2,RELB,RIPK2,SH3BP2,STAT1,STAT3,TCIRG1,TGFA,TNFAIP1,TNFAIP2,TNFAIP3,TNFRSF25,TNFSF10,TP53BP2,TRADD,VEGFC,ZNF750"
CCL23,6.090327093327413e-20,55,"B2M,C1S,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CDCP1,CFB,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,GBP2,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,ICAM1,IDO1,IFI44L,IFI6,IFIT2,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,MMP1,MMP10,MX1,NFKBIA,OAS2,PSMB9,PTGS2,RTP4,SAA1,SAA2,SLC2A6,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFSF10"
MIF,3.1550834023927916e-19,91,"ACE2,ANGPTL4,B2M,BIRC3,BMP2,BNIP3,C3,CADM1,CALM3,CALML3,CARHSP1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFB,CFH,CIITA,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,GSDMD,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI30,IL15,IL1B,IL1R2,IL32,IRF1,JAK2,KLF4,KRT8,LAP3,LGALS3BP,LGMN,LY96,MBP,MICB,MMP1,MUC1,MX1,MYD88,NFKBIA,OCLN,PDCD1LG2,PDGFRA,PLAUR,PML,PSMB8,PSMB9,PSME1,PTGS2,RAB27A,RIPK1,SAA1,SAA2,SERPING1,SOCS1,SOD2,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,TNIP2,TRADD,TYMP,VEGFC"
FGF2,4.644183522795096e-19,142,"ACE2,ACP5,ANGPTL4,ATF3,B2M,BDKRB1,BIRC3,BMP2,BNIP3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEBPD,CFH,CFLAR,CLCF1,CLDN7,CLU,CREM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,EDN1,EDNRA,EFNB2,FAP,FERMT2,FLNB,FZD5,GABBR1,HBEGF,HDAC9,HLA-A,HLA-E,HLA-G,HS3ST1,ICAM1,ID1,IDO1,IFI16,IFIH1,IFITM1,IL15,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,JAK2,JUNB,KLF4,KLF6,KRT13,KRT19,KRT8,LGALS8,LIMK1,LMO2,LY96,LYN,MAFB,MAP2,MBP,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NDRG1,NDST2,NFKBIA,NRG1,OAS1,OCLN,PARD3,PDCD1LG2,PDGFRA,PDPN,PLAGL1,PLAUR,PLOD2,PMAIP1,PRDM1,PRKD2,PROCR,PSMB9,PTGS2,QKI,RAB27A,RALA,RELB,RHOB,RIPK1,RRAD,S100A7,SAA1,SAA2,SERPING1,SLC2A3,SMAD7,SMURF1,SOCS1,SOD2,SORT1,SPHK1,STAT1,STAT2,STAT3,SYNPO,TGFA,TGM1,TLR2,TLR3,TMC6,TNC,TNFAIP3,TNFSF10,TYMP,VEGFC,VLDLR"
CCL1,1.0462761354398188e-18,52,"ATF3,B2M,BIRC3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,HBEGF,ICAM1,IDO1,IFIT2,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,JAK2,MMP1,MX1,MYD88,NFKBIA,OAS2,PDCD1LG2,PLAUR,PTGS2,RELB,RIPK2,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFSF10,VEGFC"
INHBA,2.9142787275897736e-18,79,"ABAT,ANGPTL4,ATF3,BHLHE40,BIRC3,BMP2,CASP4,CCL2,CCL5,CCL7,CCL8,CDC42EP4,CLCF1,CLU,CREM,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,EDN1,EFNB2,FAP,FLNB,FZD5,GPRC5A,HBEGF,HDAC9,HSD11B1,ICAM1,ID1,IFI44,IFI6,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,JAK2,KLF4,KLF6,KRT19,KRT34,KRT8,LIMK1,LYN,MMP1,MMP10,MXRA5,NDRG1,NNMT,NRG1,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PTGS2,RALA,RARRES1,RIPK1,RIPK2,SAA2,SCNN1A,SLC2A6,SMAD7,SORT1,SPHK1,STAT1,STAT3,TGFA,TLR2,TNFAIP3,TNFSF10,VEGFC,VLDLR"
IL37,3.668326442781588e-18,50,"ACE2,AIM2,BMP2,BTN3A3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,GSDMD,ICAM1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,JAK2,LY96,MICB,MMP1,MMP10,MYD88,NFKBIA,PDCD1LG2,PTGS2,RELB,S100A7,STAT1,STAT3,SYNPO,TGFA,TGM1,TLR2,TLR3,TNFAIP3"
CLCF1,4.674535237132351e-18,36,"ADAM8,ANGPTL4,APOL1,APOL2,C1R,C1S,CCL2,CD40,CX3CL1,CXCL10,CXCL2,EDN1,GBP2,HBEGF,ICAM1,IL12RB2,IL15,IL15RA,IL1B,JAK2,NNMT,NUAK2,PDCD1LG2,PLAUR,PSMB8,PTGS2,SERPING1,SORT1,SPHK1,STAT1,STAT3,STBD1,STEAP4,SYNPO,TGM1,ZC3H12A"
WNT5A,4.9277683590340515e-18,108,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,BMP2,BNIP3,CADM1,CALM3,CALML3,CASP1,CASP7,CCDC88C,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM6,CEBPD,CLCF1,CLDN7,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DEFB1,DSC2,EDN1,EDNRA,EFNB2,FAP,FERMT2,FLNB,FZD5,HBEGF,HDAC9,HEG1,HSD17B2,ICAM1,ID1,IDO1,IL15,IL1B,IL32,ITSN2,JAK2,KLF4,KRT19,KRT8,LGALS3BP,LIMK1,LYN,MAFB,MMP1,MMP10,MUC1,MXRA5,MYD88,NECAP2,NEDD9,NFKBIA,NRG1,OCLN,PARD3,PCDH7,PDCD1LG2,PDGFRA,PDPN,PLAGL2,PLAUR,PLOD2,PRDM1,PROS1,PTGS2,RAB27A,RALA,RELB,RHOB,RIPK1,RIPK2,SLC2A3,SMAD7,SMURF1,SOCS1,SPHK1,STAT1,STAT3,TGFA,TLR2,TLR3,TMC6,TMEM132A,TNC,TNFSF10,TNIP2,TNS1,TRIM21,VAMP8,VEGFC,VLDLR"
CCL24,7.954697500973698e-18,53,"B2M,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,HBEGF,HLA-DRB1,HLA-G,HRH1,ICAM1,IDO1,IFI44,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IRF1,IRF7,ISG15,ISG20,JAK2,LAMP3,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,PDCD1LG2,PDGFRA,PHF11,PLAUR,PTGS2,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFRSF14,TNFSF10"
HMGB1,1.6818573688676082e-17,122,"ACE2,ACP5,AIM2,ATF3,B2M,BAK1,BBOX1,BIRC3,BMP2,BNIP3,C1S,C3,CADM1,CALCOCO2,CALM3,CALML3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFLAR,CIITA,CLDN7,CLU,CTNNBL1,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,DDX23,DRAM1,EDN1,FKBP1B,GABARAPL1,GOLM1,GSDMB,GSDMD,HBEGF,HDAC9,HLA-A,HLA-B,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI16,IFI6,IFIH1,IL15,IL1B,IRF1,IRF7,JAK2,JUNB,KLF4,KRT19,LGALS8,LY75,LY96,LYN,MBP,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NEK7,NFKBIA,OCLN,OPTN,PANX1,PDCD1LG2,PDGFRA,PDPN,PMAIP1,PPP1R15A,PROCR,PTGS2,RAB27A,RELB,RHOB,RIPK1,RIPK2,RPS6KA5,S100A7,SAA1,SAA2,SERPING1,SMAD7,SOCS1,SOD2,SP100,SPHK1,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFSF10,TNIP2,TOP1,TRADD,VEGFC,ZC3H12A"
IL19,1.2133817205803567e-16,45,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CFB,CLCF1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,HLA-C,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,JAK2,MMP1,MX1,MYD88,NFKBIA,PDGFRA,PLAUR,PTGS2,S100A7,SAA2,SOCS1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3"
EBI3,1.4595283734918391e-16,33,"B2M,BLNK,CD40,CLCF1,CXCL10,CXCL9,HLA-DPA1,HLA-G,ICAM1,IDO1,IL12RB2,IL15,IL15RA,IL1B,IL32,IRF1,ISG20,JAK2,MYD88,PDCD1LG2,PDZK1IP1,PHF11,SLC15A3,SLC2A6,SOCS1,STAP2,STAT1,STAT3,STBD1,TICAM1,TNFAIP2,TNFAIP8,UBD"
TNFSF18,2.5166870058240067e-16,43,"B2M,BIRC3,CCL2,CCL5,CCL8,CD40,CD47,CEACAM1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,HLA-E,ICAM1,IDO1,IFI35,IFI44,IFIH1,IFIT3,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IRF7,MUC1,OASL,PDCD1LG2,PLAUR,PTGS2,RELB,STAT1,STAT3,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD"
FLT3LG,1.1609015260855705e-15,134,"AIM2,APOBEC3A,APOBEC3F,APOBEC3G,ARL4D,B2M,BLNK,BPGM,BST2,BTN2A2,BTN3A1,BTN3A2,BTN3A3,CADM1,CARHSP1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP2J2,DDX23,DDX60,DUSP10,ERAP1,ERAP2,FKBP1B,HBEGF,HLA-A,HLA-DMA,HLA-DMB,HLA-DQB1,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI27,IFI35,IFI44L,IFI6,IFIH1,IFIT2,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LMO2,LY75,LY96,LYN,MAFB,MBP,MICB,MUC1,MX1,MYD88,NACAD,NFKBIA,OAS1,OAS2,OASL,PARP8,PDCD1LG2,PDGFRA,PLA2G3,PML,PPP1R15A,PRDM1,PROCR,PSMB9,PSME2,PTGS2,PUS3,RAB25,RALA,RELB,RHOB,RHOF,RRAD,SAMHD1,SLC2A6,SOCS1,SOCS6,SOD2,SP100,SP110,SP140L,STAT1,STAT2,STAT3,TAP1,TAPBP,TDRD7,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TOP1,TRIM21,TRIM22,TRIM38,UBA7,UBD,UBE2L6,USP15,VEGFC"
CCL26,1.7735130770344679e-15,47,"B2M,C1S,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,IDO1,IL10RB,IL15,IL1B,IL32,IRF1,JAK2,LY96,MMP1,MMP10,PDGFRA,PHF11,PLAUR,PTGS2,S100A7,SAA1,SAA2,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFRSF14,TNFSF10,VEGFC"
TGFB3,3.306157794006167e-15,89,"ACP5,ADAMTSL4,ANGPTL4,ATF3,B2M,BMP2,C1S,CADM1,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CLDN7,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DSC2,EDN1,EDNRA,EFNB2,FAP,FKBP1B,FLNB,HBEGF,HLA-G,ICAM1,ID1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IRF1,IRF7,JAK2,KLF4,KRT19,KRT31,KRT8,LIMK1,LYN,MAFB,MAP3K8,MBP,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PLXDC1,PRDM1,PROCR,PTGS2,RELB,RIPK1,RIPK2,SMAD7,SMURF1,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFSF10,VEGFC,XAF1"
IL1F10,6.227197805794443e-15,41,"ACE2,AIM2,BTN3A1,BTN3A3,CASP1,CASP4,CCL2,CCL5,CTSS,CXCL10,CXCL2,CXCL9,EDN1,GSDMD,ICAM1,IFIH1,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL22RA1,IL32,IRF1,JAK2,LY96,MMP1,MYD88,N4BP1,NFKBIA,PTGS2,RELB,S100A7,SMURF1,STAT1,STAT3,TLR2,TLR3,TNFAIP3,VEGFC,ZNF750"
IL17B,6.21115328481025e-14,35,"CCL2,CCL5,CCL7,CD40,CEBPD,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ICAM1,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL22RA1,IL32,JAK2,MMP1,MYD88,NFKBIA,OCLN,PTGS2,S100A7,SAA1,SAA2,STAT1,STAT3,TLR2,TLR3,TNFAIP2,TNFAIP3,VEGFC,ZC3HAV1"
IL36B,6.340276358991511e-14,37,"CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,HLA-C,ICAM1,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL22RA1,IL32,IRF1,LY96,MMP1,MMP10,MYD88,NFKBIA,PTGS2,S100A7,SERPINB1,STAT1,STAT3,TGFA,TGM1,TLR2,TLR3"
EPO,9.677432757012175e-14,85,"ACE2,ACP5,ANGPTL4,B2M,BLNK,BMP2,BNIP3,BPGM,C3,CADM1,CALM3,CALML3,CASP1,CCDC68,CCL2,CCL5,CD40,CD47,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL9,CYP27B1,DNPEP,EDN1,EDNRA,EFNB2,ERAP1,ERAP2,HBEGF,HLA-G,ICAM1,ID1,IDO1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IRF1,ISG15,JAK2,KLF4,LMO2,LYN,MAN1A1,MAP2,MBP,MMP1,MUC1,MX1,MYD88,NFKBIA,NPEPPS,NRG1,OCLN,PDGFRA,PMAIP1,PROCR,PTGS2,RELB,RIPK1,SAA1,SAA2,SERPING1,SLC25A28,SLC2A3,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,STOML1,SYNPO,TGFA,TLR2,TLR3,TNFSF10,TYMP,VEGFC,VLDLR"
GDF15,1.1985470059934812e-13,80,"ACE2,ACP5,ANGPTL4,ATF3,B2M,BHLHE40,BMP2,BNIP3,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CD74,CEACAM1,CFB,CLCF1,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL2,CXCL9,CYP1B1,DSC2,EDN1,EPS8L1,FAP,GPRC5A,HBEGF,ICAM1,ID1,IDO1,IFI27,IL15,IL1B,IL32,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LYN,MMP1,MUC1,NDRG1,NFKBIA,NRG1,PCDH7,PDGFRA,PDPN,PLAUR,PLOD2,PMAIP1,PPP1R15A,PTGS2,RIPK2,RRAD,SAA1,SAA2,SBNO2,SMAD7,SOCS1,SOD2,SPHK1,STAT1,STAT3,TGFA,TLR2,TNFAIP3,TNFRSF14,TNFSF10,TYMP,VEGFC,XAF1"
IL31,7.430151026854557e-13,37,"CCL2,CCL5,CCL7,CCL8,CD40,CLCF1,CLDN7,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,GOLM1,HRH1,ICAM1,IL10RB,IL15,IL15RA,IL1B,IL22RA1,IL32,JAK2,MAN1A1,MMP1,S100A7,SAA1,SAA2,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,VEGFC"
ADIPOQ,1.2824724774827114e-12,93,"ACE2,ACP5,ACSL5,ALOX12,ANGPTL4,APOL1,ATF3,B2M,BDKRB1,BMP2,BNIP3,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEBPD,CFB,CFH,CLDN7,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,CYP2J2,DENND1A,EDN1,EDNRA,FAP,FEM1C,GSTK1,HBEGF,HDAC9,HLA-DRB1,HSD11B1,ICAM1,IDO1,IL15,IL1B,JAK2,KLF4,KLF6,LGALS3BP,LY96,MMP1,MMP10,MUC1,MYD88,NCF2,NFKBIA,OCLN,PDGFRA,PDPN,PLAUR,PLOD2,PROCR,PROS1,PTGS2,SAA1,SAA2,SERPING1,SLC2A3,SLC6A14,SMAD7,SOCS1,SOD2,SORT1,SPHK1,SPTLC2,SSPN,STAP2,STAT1,STAT3,TGFA,TLR2,TLR3,TNFSF10,VEGFC,VLDLR"
IL26,1.4100342312067956e-12,39,"CASP1,CCL2,CCL5,CD40,CLCF1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,HLA-C,HLA-G,ICAM1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,JAK2,MMP1,MX1,MYD88,PTGS2,S100A7,SOCS1,STAT1,STAT2,STAT3,TLR2,TLR3,TNFAIP3,TNFRSF14,TNIP1"
